1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.40065,0.00496,0.1215,0.02179,0,0.01017,0,0.10345,0,0,1.22631,0.00833,0,0,0,0,0.01247,0,0.23466,0.05618,0,0.20505,0.03226,0.01141,0.02222,0,0,0,0.3921,0,0,0,0,0,0.01535,0.00758,0,0,0.15789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05618,0.00833,0,0.01671,0.01255,0,0,0,0,0.0211,0,0,0,0.01917,0,0,0,0,0.02601,0,0,0,0,0,0,0,0,0,0
0,0.40065,1,0.00978,0.18978,0.03279,0,0.01613,0,0.14019,0,0,0.33442,0.01554,0,0,0,0,0.0266,0,0.33913,0.08182,0,0.28889,0.05172,0.01852,0.04036,0,0,0,0.60284,0,0,0,0,0,0.02616,0.01382,0,0,0.20988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08182,0.01554,0,0.02885,0.02083,0,0,0,0,0.03158,0,0,0,0.03008,0,0,0,0,0.04013,0,0,0,0,0,0,0,0,0,0
0,0.00496,0.00978,1,0.04267,0.00692,0,0.93429,0,0.04057,0,0,0.00331,0.0557,0,0,0,0,0.00301,0,0.01995,0.02088,0,0.01695,0.01099,0.03546,0.04805,0,0,0,0.01622,0,0,0,0,0,0.00442,0.04941,0,0,0.20635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06264,0.0557,0,0.00488,0.04,0,0,0,0,0.07278,0,0,0,0,0,0,0,0,0.02886,0,0,0,0,0,0,0,0,0,0
0,0.1215,0.18978,0.04267,1,0.03158,0,0.08397,0,0.13158,0,0,0.1014,0.30435,0,0,0,0,0.02521,0,1.0082,0.07692,0,0.27465,0.04878,0.04348,0.29114,0,0,0,0.19595,0,0,0,0,0,0.02514,0.1342,0,0,0.19318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19658,0.30435,0,0.02761,0.04854,0,0,0,0,0.07843,0,0,0,0.08571,0,0,0,0,0.18211,0,0,0,0,0,0,0,0,0,0
0,0.02179,0.03279,0.00692,0.03158,1,0,0.0113,0,0.09375,0,0,0.01818,0.01003,0,0,0,0,0.01876,0,0.05357,0.05521,0,0.04787,0.0355,0.01242,0.02736,0,0.05143,0,0.04639,0,0,0,0,0,0.13333,0.00929,0,0,0.12687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05521,0.01003,0,0.14354,0.01342,0,0,0,0,0.02027,0,0,0,0,0,0.04027,0,0,0.02963,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.01017,0.01613,0.93429,0.08397,0.0113,0,1,0,0.0495,0,0,0.00849,0.11602,0,0,0,0,0.00931,0,0.02752,0.02885,0,0.02326,0.01818,0.05882,0.09953,0,0,0,0.02222,0,0,0,0,0,0.00904,0.10244,0,0,0.22667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11538,0.11602,0,0.01,0.06667,0,0,0,0,0.10112,0,0,0,0,0,0,0,0,0.0662,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.10345,0.14019,0.04057,0.13158,0.09375,0,0.0495,0,1,0,0,0.09789,0.06122,0,0,0,0,0.11913,0,0.19565,1,0,0.16071,0.16129,0.05882,0.15254,0,0,0.15,0.15254,0,0.03704,0,0,0,0.0906,0.05263,0,0,0.34483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2069,0.06122,0,0.1015,0.06849,0,0,0,0,0.08333,0,0,0,0,0.07317,0,0,0,0.11858,0,0,0,0,0,0,0,0,0,0
